iter	Logloss
439	0.4385463569
440	0.4381325099
441	0.4376027717
442	0.437366731
443	0.4368184007
444	0.4364712439
445	0.4364050864
446	0.435898782
447	0.4354017597
448	0.4349103824
449	0.4345356091
450	0.4342323715
451	0.4337189507
452	0.4330745713
453	0.4325862345
454	0.4322622188
455	0.431796767
456	0.4313743294
457	0.4312246942
458	0.430595728
459	0.4300345934
460	0.4295195085
461	0.4290199552
462	0.4286245899
463	0.4281380704
464	0.4277873882
465	0.4274828724
466	0.4268760178
467	0.4264374428
468	0.4258557469
469	0.425344814
470	0.4248222941
471	0.4243888818
472	0.4239650985
473	0.4237662548
474	0.4233687829
475	0.4230562091
476	0.4225637862
477	0.422056246
478	0.421355098
479	0.421267206
480	0.4208772723
481	0.4204313853
482	0.4200328102
483	0.4197023138
484	0.4192879812
485	0.4190108074
486	0.4185211821
487	0.4181180595
488	0.417459115
489	0.4171570398
490	0.4166790107
491	0.4161225147
492	0.4155678854
493	0.4150013082
494	0.414588389
495	0.4141995077
496	0.4138289512
497	0.4135780305
498	0.4130220487
499	0.4123594857
500	0.4122797809
501	0.4118578832
502	0.4115623395
503	0.4111513827
504	0.4107609063
505	0.4103887738
506	0.4103261704
507	0.4099799887
508	0.4094544393
509	0.4090477669
510	0.4085583774
511	0.4080217142
512	0.4076966471
513	0.4070419456
514	0.4067937527
515	0.4066834759
516	0.4062460052
517	0.4057606334
518	0.4054654104
519	0.4049419305
520	0.4044291564
521	0.4039703318
522	0.4033644594
523	0.4026726065
524	0.4024741854
525	0.4018440473
526	0.4014038527
527	0.4013293876
528	0.40074437
529	0.4002925618
530	0.399750395
531	0.3991767165
532	0.3987471462
533	0.3985490668
534	0.3981732949
535	0.3975862315
536	0.3974188956
537	0.3968636256
538	0.3962612612
539	0.3956504116
540	0.3949884808
541	0.3944268586
542	0.3940238812
543	0.3937705239
544	0.3931788686
545	0.3930542204
546	0.3925441007
547	0.3919430707
548	0.3914144585
549	0.3913617377
550	0.3908350314
551	0.3905729073
552	0.3901642649
553	0.3897660471
554	0.389354349
555	0.3893020764
556	0.3892332602
557	0.3890912274
558	0.388585829
559	0.388034959
560	0.387797595
561	0.3877622023
562	0.3872981624
563	0.3872571566
564	0.3866747521
565	0.3862464815
566	0.3855994256
567	0.3855571881
568	0.3851061097
569	0.3845449284
570	0.3840995143
571	0.3837260467
572	0.3832834827
573	0.3831280845
574	0.3826306374
575	0.3823752956
576	0.382312311
577	0.3818864611
578	0.3814641374
579	0.3812566606
580	0.3811152839
581	0.3809802687
582	0.3807389795
583	0.3806948928
584	0.3800820171
585	0.3800300322
586	0.3794960551
587	0.379459185
588	0.3789586772
589	0.3784187377
590	0.3779630384
591	0.3779072614
592	0.3773903263
593	0.3769729242
594	0.376503395
595	0.3762589454
596	0.3758496004
597	0.3754293323
598	0.3749249557
599	0.3743718603
600	0.3738472535
601	0.3733230215
602	0.3730300689
603	0.3729683277
604	0.3725027531
605	0.3720894182
606	0.3716729081
607	0.37131108
608	0.3710688899
609	0.3706318695
610	0.3703415465
611	0.3698422847
612	0.369789161
613	0.3692324466
614	0.3691672949
615	0.3687750973
616	0.368460973
617	0.367946333
618	0.3678852246
619	0.3675866227
620	0.3669887973
621	0.3665207149
622	0.3663566466
623	0.3658497537
624	0.3652625458
625	0.3647275852
626	0.3645531515
627	0.3640824033
628	0.3639309467
629	0.3638397561
630	0.3634144846
631	0.3630796547
632	0.363034898
633	0.3626504416
634	0.3621977736
635	0.3618913097
636	0.3616554643
637	0.3616219878
638	0.3611768919
639	0.360589345
640	0.3601663075
641	0.359757568
642	0.359197771
643	0.3591476066
644	0.3588034961
645	0.3582869057
646	0.3582481038
647	0.357733828
648	0.3571521024
649	0.3566500795
650	0.3562596938
651	0.3556333543
652	0.3551721686
653	0.3546555819
654	0.3543927947
655	0.3538598625
656	0.3537763068
657	0.3534958825
658	0.353143665
659	0.3526525347
660	0.3523035658
661	0.3518549171
662	0.3514937304
663	0.3511450022
664	0.3508513015
665	0.3506378423
666	0.350264502
667	0.3496742794
668	0.3492990982
669	0.3489934875
670	0.3489344694
671	0.3485133388
672	0.3483713037
673	0.3479223719
674	0.3474362543
675	0.3470334627
676	0.3469978323
677	0.3466144881
678	0.3465519408
679	0.3461351303
680	0.3458966857
681	0.3456577016
682	0.3451816379
683	0.3446628134
684	0.3442116569
685	0.3440727243
686	0.3436274514
687	0.343236874
688	0.3429121915
689	0.3426251397
690	0.3423484271
691	0.3420116889
692	0.3415909154
693	0.3412328912
694	0.3410839444
695	0.3406853156
696	0.3403349878
697	0.3401940804
698	0.3398242255
699	0.3397897226
700	0.3394094859
701	0.3393829395
702	0.3390364727
703	0.3387207559
704	0.3382561738
705	0.3378720753
706	0.3375646824
707	0.3372012589
708	0.336795874
709	0.3364596569
710	0.3361752747
711	0.3358220872
712	0.3356685239
713	0.3352471683
714	0.3348016023
715	0.3347646158
716	0.3344005898
717	0.3343356675
718	0.3341508842
719	0.3336228304
720	0.333272797
721	0.3328605023
722	0.3325868074
723	0.3325476372
724	0.3321718024
725	0.331832371
726	0.3314795796
727	0.3311486394
728	0.3308183834
729	0.3304334013
730	0.3300837284
731	0.3300026172
732	0.3296303631
733	0.3295983897
734	0.3291509503
735	0.3288288793
736	0.3284311354
737	0.3278879472
738	0.3278566232
739	0.3275931472
740	0.3275694787
741	0.3273549492
742	0.3269472194
743	0.3265414764
744	0.3265014424
745	0.3261243496
746	0.3256756045
747	0.3256334375
748	0.3251962263
749	0.3247954852
750	0.3246338833
751	0.3243524316
752	0.3240233684
753	0.3236593535
754	0.3233682628
755	0.3231538868
756	0.3227313142
757	0.3224019921
758	0.3223675774
759	0.3218833064
760	0.321511933
761	0.3212376569
762	0.3208429834
763	0.3205311334
764	0.3203319292
765	0.3199029395
766	0.3198817014
767	0.3196043047
768	0.3192149899
769	0.3188612023
770	0.3185150836
771	0.3182340024
772	0.3181007896
773	0.317872618
774	0.3175434696
775	0.3172285379
776	0.3169001951
777	0.3168639436
778	0.3165389461
779	0.3162316192
780	0.3161914276
781	0.3161495142
782	0.3157552514
783	0.315426108
784	0.3150763768
785	0.3147272816
786	0.3143189279
787	0.3139944526
788	0.3135209568
789	0.3132292297
790	0.3128122411
791	0.3125146955
792	0.3124818807
793	0.3124141433
794	0.3119113106
795	0.3115733117
796	0.3112128263
797	0.3106545118
798	0.3106089527
799	0.3103038302
